canton,ville,abb_station,latitude,longitude,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
AR,Herisau,HES,47.393883,9.263081,2025-10-27 00:00:00,5.4,4.4,6.6,24.1,,,19.9,63,1011.6,0
AR,Herisau,HES,47.393883,9.263081,2025-10-28 00:00:00,8.7,5.8,12,0.9,,,12.9,38.9,1017,144
AR,Herisau,HES,47.393883,9.263081,2025-10-29 00:00:00,9.3,6.8,12.5,0,,,6.2,25.9,1011.4,359
AR,Herisau,HES,47.393883,9.263081,2025-10-30 00:00:00,9.2,7,11.4,2.6,,,8.2,33.3,1012.2,110
AR,Herisau,HES,47.393883,9.263081,2025-10-31 00:00:00,8.4,6,10.6,0,,,3.1,13,1016.8,248
AR,Herisau,HES,47.393883,9.263081,2025-11-01 00:00:00,11.2,9,13.3,0.1,,,4.1,18.5,1016.4,188
AR,Herisau,HES,47.393883,9.263081,2025-11-02 00:00:00,8.8,6.1,11.3,27.1,,,8.7,31.5,1016.9,0
AR,Herisau,HES,47.393883,9.263081,2025-11-03 00:00:00,7.3,5.6,9.8,1,,,7.7,29.6,1025.1,348
AR,Herisau,HES,47.393883,9.263081,2025-11-04 00:00:00,6.7,4.5,8.8,0,,,3.1,7.4,1026,448
AR,Herisau,HES,47.393883,9.263081,2025-11-05 00:00:00,7.2,5.4,9.8,0,,,3.3,11.1,1022,429
AR,Herisau,HES,47.393883,9.263081,2025-11-06 00:00:00,5.3,2.8,7.4,0,,,2.4,7.4,1014.8,356
AR,Herisau,HES,47.393883,9.263081,2025-11-07 00:00:00,2.8,0.4,4.9,0,,,2.3,9.3,1013.6,275
AR,Herisau,HES,47.393883,9.263081,2025-11-08 00:00:00,3.8,2,6.2,0,,,2.6,9.3,1016.1,286
AR,Herisau,HES,47.393883,9.263081,2025-11-09 00:00:00,6.5,4.7,8,2.9,,,4.9,14.8,1019.6,18
AR,Herisau,HES,47.393883,9.263081,2025-11-10 00:00:00,5.2,4.4,6.3,0.1,,,3.1,11.1,1017.9,100
AR,Herisau,HES,47.393883,9.263081,2025-11-11 00:00:00,8.3,5.3,11.2,0,,,4.3,14.8,1018.7,356
AR,Herisau,HES,47.393883,9.263081,2025-11-12 00:00:00,8.4,6.1,10.8,0,,,3.4,13,1019.4,339
AR,Herisau,HES,47.393883,9.263081,2025-11-13 00:00:00,12.3,10.2,14.7,0,,,4.9,18.5,1019.3,335
AR,Herisau,HES,47.393883,9.263081,2025-11-14 00:00:00,14.8,11.6,19.6,0,,,10.6,50,1014.1,265
AR,Herisau,HES,47.393883,9.263081,2025-11-15 00:00:00,13,10.4,16.8,0,,,8.2,31.5,1011.4,235
AR,Herisau,HES,47.393883,9.263081,2025-11-16 00:00:00,8.5,7.6,9.9,2.4,,,5,20.4,1009.4,1
AR,Herisau,HES,47.393883,9.263081,2025-11-17 00:00:00,4.9,-0.1,8.3,22.4,,,8.3,29.6,1011.9,0
AR,Herisau,HES,47.393883,9.263081,2025-11-18 00:00:00,-1.1,-1.9,-0.3,0.3,,,3.9,13,1021.9,209
AR,Herisau,HES,47.393883,9.263081,2025-11-19 00:00:00,0,-1.8,3,0,,,6.4,27.8,1013.2,161
AR,Herisau,HES,47.393883,9.263081,2025-11-20 00:00:00,0.1,-1.2,2.4,3,,,9.6,38.9,1011.6,13
AR,Herisau,HES,47.393883,9.263081,2025-11-21 00:00:00,-2.8,-3.8,-1.3,8,,,7.6,27.8,1019.3,0
AR,Herisau,HES,47.393883,9.263081,2025-11-22 00:00:00,-5,-6.1,-3.9,0.4,,,4.5,16.7,1028.1,177
AR,Herisau,HES,47.393883,9.263081,2025-11-23 00:00:00,-2.4,-6.7,2.5,1.3,,,5.5,25.9,1016.9,64
AR,Herisau,HES,47.393883,9.263081,2025-11-24 00:00:00,2.5,1.8,3.4,21.5,,,8.6,25.9,1003.1,1
AR,Herisau,HES,47.393883,9.263081,2025-11-25 00:00:00,1.2,0.2,1.8,13.2,,,7.6,24.1,1008,7
AR,Herisau,HES,47.393883,9.263081,2025-11-26 00:00:00,-0.6,-1.8,0.4,15.3,,,4.4,13,1017.3,10
AR,Herisau,HES,47.393883,9.263081,2025-11-27 00:00:00,-1.9,-2.6,-1.1,0.5,,,3.6,9.3,1023.4,81
AR,Herisau,HES,47.393883,9.263081,2025-11-28 00:00:00,-0.9,-2.4,0.6,0,,,4.2,14.8,1022.6,132
AR,Herisau,HES,47.393883,9.263081,2025-11-29 00:00:00,0.6,-0.2,1.7,1.6,,,4.5,14.8,1020.2,86
AR,Herisau,HES,47.393883,9.263081,2025-11-30 00:00:00,1.4,-0.2,3.1,1.7,,,5.4,14.8,1019.2,86
AR,Herisau,HES,47.393883,9.263081,2025-12-01 00:00:00,2.3,0.4,4.2,3.3,,,5.4,16.7,1020.2,92
AR,Herisau,HES,47.393883,9.263081,2025-12-02 00:00:00,0.5,-0.3,1.5,0,,,2.9,9.3,1017.4,155
AR,Herisau,HES,47.393883,9.263081,2025-12-03 00:00:00,-0.3,-1,0.3,0,,,2.8,7.4,1015.2,35
AR,Herisau,HES,47.393883,9.263081,2025-12-04 00:00:00,-0.8,-1.9,-0.3,0,,,2.9,7.4,1011.9,15
AR,Herisau,HES,47.393883,9.263081,2025-12-05 00:00:00,1.2,-0.2,2.3,4.2,,,4.4,13,1013.3,4
AR,Herisau,HES,47.393883,9.263081,2025-12-06 00:00:00,3.3,0.2,7.2,2.6,,,5.6,25.9,1014.8,73
AR,Herisau,HES,47.393883,9.263081,2025-12-07 00:00:00,7.4,6.5,9.8,11.5,,,9.5,38.9,1016.5,25
AR,Herisau,HES,47.393883,9.263081,2025-12-08 00:00:00,10.4,9.6,11.8,4.7,,,9.1,38.9,1021.1,36
AR,Herisau,HES,47.393883,9.263081,2025-12-09 00:00:00,7.7,5.9,9.2,0,,,3.5,13,1021.9,163
AR,Herisau,HES,47.393883,9.263081,2025-12-10 00:00:00,6.7,5.2,8.4,0,,,4.5,14.8,1024.7,284
AR,Herisau,HES,47.393883,9.263081,2025-12-11 00:00:00,6.2,5.1,7.2,0,,,4,14.8,1026,45
AR,Herisau,HES,47.393883,9.263081,2025-12-12 00:00:00,4.6,3.8,5.3,0,,,2.8,9.3,1025.4,133
AR,Herisau,HES,47.393883,9.263081,2025-12-13 00:00:00,2.5,1.6,3.5,0,,,3,7.4,1030,194
AR,Herisau,HES,47.393883,9.263081,2025-12-14 00:00:00,1.6,0.8,2.7,0,,,2.2,7.4,1028.9,114
AR,Herisau,HES,47.393883,9.263081,2025-12-15 00:00:00,0.4,-1.6,1.5,0,,,2.8,11.1,1023.1,143
AR,Herisau,HES,47.393883,9.263081,2025-12-16 00:00:00,2,-0.7,4.4,0,,,5.5,20.4,1017.9,15
AR,Herisau,HES,47.393883,9.263081,2025-12-17 00:00:00,4.8,3.3,6.3,0,,,4.3,13,1023.1,48
AR,Herisau,HES,47.393883,9.263081,2025-12-18 00:00:00,4.3,3.6,5.4,0,,,4,11.1,1025.9,202
AR,Herisau,HES,47.393883,9.263081,2025-12-19 00:00:00,5,3.3,8.7,0,,,3.8,13,1025.7,157
AR,Herisau,HES,47.393883,9.263081,2025-12-20 00:00:00,4.3,3.5,6,0,,,2.3,7.4,1019.3,88
AR,Herisau,HES,47.393883,9.263081,2025-12-21 00:00:00,1.5,0.3,3.4,0,,,3.7,14.8,1012.7,25
AR,Herisau,HES,47.393883,9.263081,2025-12-22 00:00:00,-0.3,-1.5,0.6,0,,,3.7,14.8,1011.2,1
AR,Herisau,HES,47.393883,9.263081,2025-12-23 00:00:00,-2.1,-2.6,-1.5,0,,,4.5,13,1014,0
AR,Herisau,HES,47.393883,9.263081,2025-12-24 00:00:00,-2.1,-3.1,-1,0.8,,,11.8,37,1016.1,0
AR,Herisau,HES,47.393883,9.263081,2025-12-25 00:00:00,-2.6,-3.4,-2.2,0,,,6.7,25.9,1021.3,40
AR,Herisau,HES,47.393883,9.263081,2025-12-26 00:00:00,-3.1,-3.6,-2.7,0,,,3.8,11.1,1027.2,32
AR,Herisau,HES,47.393883,9.263081,2025-12-27 00:00:00,-2.7,-3.9,-1.2,0,,,2.7,9.3,1031,83
AR,Herisau,HES,47.393883,9.263081,2025-12-28 00:00:00,-2.7,-3.5,-1.7,0,,,4.1,13,1029,126
AR,Herisau,HES,47.393883,9.263081,2025-12-29 00:00:00,-3.6,-4.8,-1.7,0,,,2.2,7.4,1024.9,104
AR,Herisau,HES,47.393883,9.263081,2025-12-30 00:00:00,-3.8,-5.1,-2.6,0,,,4.6,16.7,1026.4,2
AR,Herisau,HES,47.393883,9.263081,2025-12-31 00:00:00,-5.3,-6.9,-3.9,0,,,3.5,11.1,1027.6,243
VD,Lausanne,LSN,46.527819,6.643267,2025-01-01 00:00:00,-4.8,-10.8,1.6,,,,7.6,22.2,1027.5,399
VD,Lausanne,LSN,46.527819,6.643267,2025-01-02 00:00:00,0.6,-5.8,5.2,,,,22,64.8,1018.8,15
VD,Lausanne,LSN,46.527819,6.643267,2025-01-03 00:00:00,-3,-10.2,-0.1,,,,7.1,24.1,1025.3,80
VD,Lausanne,LSN,46.527819,6.643267,2025-01-04 00:00:00,-7.8,-12.3,-0.4,,,,4.1,16.7,1021.6,29
VD,Lausanne,LSN,46.527819,6.643267,2025-01-05 00:00:00,4.6,0.2,8.1,,,,13.7,38.9,1006.9,2
VD,Lausanne,LSN,46.527819,6.643267,2025-01-06 00:00:00,7,4.6,9.2,,,,23,74.1,1000.5,18
VD,Lausanne,LSN,46.527819,6.643267,2025-01-07 00:00:00,3.5,2.8,5,,,,24,55.5,1009.8,25
VD,Lausanne,LSN,46.527819,6.643267,2025-01-08 00:00:00,7.3,4.6,9.4,,,,23.6,55.5,1006.4,0
VD,Lausanne,LSN,46.527819,6.643267,2025-01-09 00:00:00,7.8,-0.9,9.5,,,,29.8,64.8,1008.1,0
VD,Lausanne,LSN,46.527819,6.643267,2025-01-10 00:00:00,0,-1.1,1.1,,,,8.1,29.6,1021.8,7
VD,Lausanne,LSN,46.527819,6.643267,2025-01-11 00:00:00,-2.1,-3.2,-0.7,,,,8.6,24.1,1026.1,214
VD,Lausanne,LSN,46.527819,6.643267,2025-01-12 00:00:00,-3.2,-4.4,-1.7,,,,13.7,35.2,1036.8,116
VD,Lausanne,LSN,46.527819,6.643267,2025-01-13 00:00:00,-4.5,-6.6,-2.3,,,,15.8,35.2,1038.6,286
VD,Lausanne,LSN,46.527819,6.643267,2025-01-14 00:00:00,-5.8,-8.8,-1.4,,,,4.2,13,1035.9,333
VD,Lausanne,LSN,46.527819,6.643267,2025-01-15 00:00:00,-2.8,-8.7,2.6,,,,8.6,29.6,1032.6,66
VD,Lausanne,LSN,46.527819,6.643267,2025-01-16 00:00:00,-0.1,-3.2,1.2,,,,13,37,1033.8,41
VD,Lausanne,LSN,46.527819,6.643267,2025-01-17 00:00:00,-2.7,-4.7,0.3,,,,3.9,13,1035.9,166
VD,Lausanne,LSN,46.527819,6.643267,2025-01-18 00:00:00,-2.9,-5.5,-0.3,,,,3.8,11.1,1030.2,206
VD,Lausanne,LSN,46.527819,6.643267,2025-01-19 00:00:00,-3.4,-6.2,0.3,,,,3.4,9.3,1023,149
VD,Lausanne,LSN,46.527819,6.643267,2025-01-20 00:00:00,-2.2,-4.8,1.7,,,,3.1,11.1,1020.5,188
VD,Lausanne,LSN,46.527819,6.643267,2025-01-21 00:00:00,-2.1,-4.7,2.3,,,,2.9,7.4,1018.7,268
VD,Lausanne,LSN,46.527819,6.643267,2025-01-22 00:00:00,0.1,-3.4,2.8,,,,6.8,24.1,1011.1,0
VD,Lausanne,LSN,46.527819,6.643267,2025-01-23 00:00:00,4.1,0.8,8.6,,,,18.6,68.5,1012.5,30
VD,Lausanne,LSN,46.527819,6.643267,2025-01-24 00:00:00,3.1,-1.9,6.8,,,,11,31.5,1014.5,17
VD,Lausanne,LSN,46.527819,6.643267,2025-01-25 00:00:00,8.9,5.2,14.8,,,,14.4,46.3,1009.9,53
VD,Lausanne,LSN,46.527819,6.643267,2025-01-26 00:00:00,5.9,3.2,7.3,,,,21.3,61.1,1011.5,228
VD,Lausanne,LSN,46.527819,6.643267,2025-01-27 00:00:00,7.5,4.2,9.9,,,,25.5,68.5,1002.7,0
VD,Lausanne,LSN,46.527819,6.643267,2025-01-28 00:00:00,4.8,3.5,6.4,,,,17.1,55.5,1002.5,11
VD,Lausanne,LSN,46.527819,6.643267,2025-01-29 00:00:00,3.7,-0.2,6.4,,,,16.9,51.8,1011.4,153
VD,Lausanne,LSN,46.527819,6.643267,2025-01-30 00:00:00,2.6,-0.3,6.1,,,,3.8,13,1017.4,1
VD,Lausanne,LSN,46.527819,6.643267,2025-01-31 00:00:00,2.4,1.3,3.3,,,,7.2,22.2,1028.3,0
VD,Lausanne,LSN,46.527819,6.643267,2025-02-01 00:00:00,0.9,-0.7,2.4,,,,11.9,25.9,1028,17
VD,Lausanne,LSN,46.527819,6.643267,2025-02-02 00:00:00,-0.6,-2.3,3.1,,,,4.5,14.8,1024.7,143
VD,Lausanne,LSN,46.527819,6.643267,2025-02-03 00:00:00,-1.1,-3.1,2.9,,,,4.1,11.1,1027.8,181
VD,Lausanne,LSN,46.527819,6.643267,2025-02-04 00:00:00,-2,-4.3,2.7,,,,3.6,11.1,1030.5,286
VD,Lausanne,LSN,46.527819,6.643267,2025-02-05 00:00:00,-1.8,-6.3,5.2,,,,4.8,20.4,1037.3,419
VD,Lausanne,LSN,46.527819,6.643267,2025-02-06 00:00:00,-1.5,-5.3,1.5,,,,10.6,33.3,1035.4,17
VD,Lausanne,LSN,46.527819,6.643267,2025-02-07 00:00:00,-0.1,-2.5,2.1,,,,7.5,27.8,1024.4,50
VD,Lausanne,LSN,46.527819,6.643267,2025-02-08 00:00:00,-0.2,-3.6,4.1,,,,5.1,13,1022.3,66
VD,Lausanne,LSN,46.527819,6.643267,2025-02-09 00:00:00,2.1,-1.2,6,,,,4.7,14.8,1027.5,101
VD,Lausanne,LSN,46.527819,6.643267,2025-02-10 00:00:00,2.5,-1,5.1,,,,6.1,20.4,1023.3,0
VD,Lausanne,LSN,46.527819,6.643267,2025-02-11 00:00:00,5.3,4.2,6.7,,,,5.3,18.5,1020.7,5
VD,Lausanne,LSN,46.527819,6.643267,2025-02-12 00:00:00,5.4,3.3,7.7,,,,4.8,16.7,1018.1,40
VD,Lausanne,LSN,46.527819,6.643267,2025-02-13 00:00:00,3.8,0.6,6.8,,,,8.2,24.1,1019.1,0
VD,Lausanne,LSN,46.527819,6.643267,2025-02-14 00:00:00,-1.1,-3.4,0.7,,,,13.1,31.5,1024.1,70
VD,Lausanne,LSN,46.527819,6.643267,2025-02-15 00:00:00,-2.6,-4.7,0.6,,,,9.3,33.3,1022.2,261
VD,Lausanne,LSN,46.527819,6.643267,2025-02-16 00:00:00,-1.5,-4.5,3,,,,3.8,14.8,1017,183
VD,Lausanne,LSN,46.527819,6.643267,2025-02-17 00:00:00,-1.1,-4,3.1,,,,4.5,18.5,1020.3,184
VD,Lausanne,LSN,46.527819,6.643267,2025-02-18 00:00:00,-1,-4,3.1,,,,5.5,22.2,1021.9,186
VD,Lausanne,LSN,46.527819,6.643267,2025-02-19 00:00:00,0.1,-3.7,5.1,,,,4,18.5,1023.2,115
VD,Lausanne,LSN,46.527819,6.643267,2025-02-20 00:00:00,3.8,-0.3,9.4,,,,4.2,14.8,1026.3,91
VD,Lausanne,LSN,46.527819,6.643267,2025-02-21 00:00:00,3.4,-0.5,9,,,,4.3,16.7,1024.1,47
VD,Lausanne,LSN,46.527819,6.643267,2025-02-22 00:00:00,5.5,0.5,10.7,,,,6.7,24.1,1021.6,37
VD,Lausanne,LSN,46.527819,6.643267,2025-02-23 00:00:00,6.4,3.4,9.5,,,,4.4,14.8,1029.9,31
VD,Lausanne,LSN,46.527819,6.643267,2025-02-24 00:00:00,5.3,1.9,9.2,,,,6,27.8,1025.7,79
VD,Lausanne,LSN,46.527819,6.643267,2025-02-25 00:00:00,5.7,4.4,8.1,,,,15.6,55.5,1016.2,16
VD,Lausanne,LSN,46.527819,6.643267,2025-02-26 00:00:00,2.2,-0.9,4.1,,,,17.1,55.5,1022,19
VD,Lausanne,LSN,46.527819,6.643267,2025-02-27 00:00:00,1.4,-0.7,4.3,,,,9.4,31.5,1021.7,24
VD,Lausanne,LSN,46.527819,6.643267,2025-02-28 00:00:00,0.7,-1.6,3.9,,,,6.1,20.4,1025,81
VD,Lausanne,LSN,46.527819,6.643267,2025-03-01 00:00:00,1.3,-0.7,3.7,,,,19.3,42.6,1026.6,53
VD,Lausanne,LSN,46.527819,6.643267,2025-03-02 00:00:00,1.6,-2.5,5.5,,,,14.7,33.3,1029.9,193
VD,Lausanne,LSN,46.527819,6.643267,2025-03-03 00:00:00,0.9,-5.2,9.5,,,,4.1,16.7,1028.3,352
VD,Lausanne,LSN,46.527819,6.643267,2025-03-04 00:00:00,2.2,-4,11.1,,,,4.1,16.7,1026.1,286
VD,Lausanne,LSN,46.527819,6.643267,2025-03-05 00:00:00,3.2,-3.9,13.3,,,,4.3,22.2,1025.4,404
VD,Lausanne,LSN,46.527819,6.643267,2025-03-06 00:00:00,4,-3.2,13.7,,,,4.3,18.5,1022.6,382
VD,Lausanne,LSN,46.527819,6.643267,2025-03-07 00:00:00,4.2,-2.1,13.2,,,,4.8,18.5,1019.4,327
VD,Lausanne,LSN,46.527819,6.643267,2025-03-08 00:00:00,4.5,-2.7,14.1,,,,5,22.2,1013,188
VD,Lausanne,LSN,46.527819,6.643267,2025-03-09 00:00:00,6.1,-1.3,14.4,,,,6.2,25.9,1004.1,149
VD,Lausanne,LSN,46.527819,6.643267,2025-03-10 00:00:00,7,2.3,11.2,,,,8.6,27.8,1003.4,49
VD,Lausanne,LSN,46.527819,6.643267,2025-03-11 00:00:00,4.9,0.9,9.9,,,,5.5,29.6,1003.6,67
VD,Lausanne,LSN,46.527819,6.643267,2025-03-12 00:00:00,4.8,4.1,6,,,,5.5,18.5,999.6,0
VD,Lausanne,LSN,46.527819,6.643267,2025-03-13 00:00:00,2.6,0,4,,,,11.2,40.8,998.9,6
VD,Lausanne,LSN,46.527819,6.643267,2025-03-14 00:00:00,1.1,-1.3,3.4,,,,9.7,25.9,1005,1
VD,Lausanne,LSN,46.527819,6.643267,2025-03-15 00:00:00,2.3,1,3.7,,,,13.1,25.9,1011.7,0
VD,Lausanne,LSN,46.527819,6.643267,2025-03-16 00:00:00,1.7,0.6,2.7,,,,9.6,20.4,1018,24
VD,Lausanne,LSN,46.527819,6.643267,2025-03-17 00:00:00,2.1,-1.4,6.4,,,,11.4,29.6,1021.2,241
VD,Lausanne,LSN,46.527819,6.643267,2025-03-18 00:00:00,2.2,-2.8,8.7,,,,9.6,29.6,1021.6,307
VD,Lausanne,LSN,46.527819,6.643267,2025-03-19 00:00:00,3,-2.4,9.9,,,,7.4,22.2,1021.8,380
VD,Lausanne,LSN,46.527819,6.643267,2025-03-20 00:00:00,4.1,-2.2,11,,,,6.5,22.2,1020.5,363
VD,Lausanne,LSN,46.527819,6.643267,2025-03-21 00:00:00,6.5,0.5,15.3,,,,8.3,29.6,1016.4,208
VD,Lausanne,LSN,46.527819,6.643267,2025-03-22 00:00:00,10.1,6,14.9,,,,7.4,24.1,1005.2,65
VD,Lausanne,LSN,46.527819,6.643267,2025-03-23 00:00:00,8.7,5.7,12.1,,,,8.6,25.9,1006.1,8
VD,Lausanne,LSN,46.527819,6.643267,2025-03-24 00:00:00,6.8,2.9,10.3,,,,6.2,29.6,1013.6,51
VD,Lausanne,LSN,46.527819,6.643267,2025-03-25 00:00:00,7,2.4,11.6,,,,5.9,24.1,1019.6,117
VD,Lausanne,LSN,46.527819,6.643267,2025-03-26 00:00:00,7.1,4.6,9.8,,,,8,25.9,1020.8,24
VD,Lausanne,LSN,46.527819,6.643267,2025-03-27 00:00:00,7,4.4,9.5,,,,16.2,35.2,1018.2,33
VD,Lausanne,LSN,46.527819,6.643267,2025-03-28 00:00:00,6.2,1.6,11.3,,,,6.3,24.1,1013.3,136
VD,Lausanne,LSN,46.527819,6.643267,2025-03-29 00:00:00,6,4.9,7.1,,,,9.6,29.6,1016.1,0
VD,Lausanne,LSN,46.527819,6.643267,2025-03-30 00:00:00,6.3,0.3,10.9,,,,9.2,35.2,1022,191
VD,Lausanne,LSN,46.527819,6.643267,2025-03-31 00:00:00,6.8,4.3,9.1,,,,10.1,31.5,1024,188
VD,Lausanne,LSN,46.527819,6.643267,2025-04-01 00:00:00,5.2,2,8.3,,,,25.2,61.1,1019.3,208
VD,Lausanne,LSN,46.527819,6.643267,2025-04-02 00:00:00,7.1,0.3,14.3,,,,13.6,31.5,1015.7,265
VD,Lausanne,LSN,46.527819,6.643267,2025-04-03 00:00:00,8.5,1.1,17.2,,,,6.1,25.9,1019.7,378
VD,Lausanne,LSN,46.527819,6.643267,2025-04-04 00:00:00,9.1,-0.2,18.8,,,,5.8,22.2,1017.4,413
VD,Lausanne,LSN,46.527819,6.643267,2025-04-05 00:00:00,9.8,1.7,19.2,,,,5.2,24.1,1013.7,384
VD,Lausanne,LSN,46.527819,6.643267,2025-04-06 00:00:00,7,2.1,12.3,,,,15.9,44.5,1016.5,394
VD,Lausanne,LSN,46.527819,6.643267,2025-04-07 00:00:00,5.1,-3.9,12.9,,,,9.3,27.8,1021.2,400
VD,Lausanne,LSN,46.527819,6.643267,2025-04-08 00:00:00,5.4,-2.4,14.2,,,,6.1,24.1,1023.4,414
VD,Lausanne,LSN,46.527819,6.643267,2025-04-09 00:00:00,6.9,-0.2,14.6,,,,6,27.8,1021.6,385
VD,Lausanne,LSN,46.527819,6.643267,2025-04-10 00:00:00,7.6,-1.5,15.9,,,,7.9,29.6,1024.5,410
VD,Lausanne,LSN,46.527819,6.643267,2025-04-11 00:00:00,8.7,-1.7,19.2,,,,4.6,22.2,1021,471
VD,Lausanne,LSN,46.527819,6.643267,2025-04-12 00:00:00,9.9,-0.2,18.4,,,,5.4,22.2,1012.5,269
VD,Lausanne,LSN,46.527819,6.643267,2025-04-13 00:00:00,11.3,9.2,13.8,,,,9,27.8,1010,5
VD,Lausanne,LSN,46.527819,6.643267,2025-04-14 00:00:00,12.2,9.5,16.1,,,,6.9,25.9,1008.5,65
VD,Lausanne,LSN,46.527819,6.643267,2025-04-15 00:00:00,11.1,8.6,14.6,,,,6.9,25.9,1002.1,45
VD,Lausanne,LSN,46.527819,6.643267,2025-04-16 00:00:00,7.2,5.2,9.4,,,,9.7,25.9,1010,0
VD,Lausanne,LSN,46.527819,6.643267,2025-04-17 00:00:00,4.9,3.9,5.8,,,,7.7,24.1,1012.8,0
VD,Lausanne,LSN,46.527819,6.643267,2025-04-18 00:00:00,6.2,3.4,9.8,,,,8.5,24.1,1014.3,90
VD,Lausanne,LSN,46.527819,6.643267,2025-04-19 00:00:00,7.6,1.6,13.3,,,,6.3,25.9,1011,195
VD,Lausanne,LSN,46.527819,6.643267,2025-04-20 00:00:00,9.6,4.8,14.8,,,,6.5,22.2,1011.3,136
VD,Lausanne,LSN,46.527819,6.643267,2025-04-21 00:00:00,9.4,5.1,13.8,,,,6.8,22.2,1012.1,166
VD,Lausanne,LSN,46.527819,6.643267,2025-04-22 00:00:00,9.8,5.1,14.8,,,,5.5,20.4,1016.9,215
VD,Lausanne,LSN,46.527819,6.643267,2025-04-23 00:00:00,8,4.3,12.5,,,,9.3,33.3,1017.5,41
VD,Lausanne,LSN,46.527819,6.643267,2025-04-24 00:00:00,8.3,6.2,10.1,,,,11.1,27.8,1018.7,13
VD,Lausanne,LSN,46.527819,6.643267,2025-04-25 00:00:00,8.6,6.9,10.7,,,,9.6,24.1,1019.1,60
VD,Lausanne,LSN,46.527819,6.643267,2025-04-26 00:00:00,8.6,3,13.1,,,,11.3,29.6,1017.2,71
VD,Lausanne,LSN,46.527819,6.643267,2025-04-27 00:00:00,10.5,4.2,16.4,,,,5.7,33.3,1020.9,109
VD,Lausanne,LSN,46.527819,6.643267,2025-04-28 00:00:00,12,4.1,18.7,,,,7.2,29.6,1023.9,272
VD,Lausanne,LSN,46.527819,6.643267,2025-04-29 00:00:00,12.8,4.4,20.2,,,,7.2,29.6,1023.4,368
VD,Lausanne,LSN,46.527819,6.643267,2025-04-30 00:00:00,13.6,5.2,21.5,,,,6.3,25.9,1021.6,460
VD,Lausanne,LSN,46.527819,6.643267,2025-05-01 00:00:00,14.2,4.1,23,,,,4.6,18.5,1020,447
VD,Lausanne,LSN,46.527819,6.643267,2025-05-02 00:00:00,15.2,5.5,24.2,,,,5.5,20.4,1017.7,397
VD,Lausanne,LSN,46.527819,6.643267,2025-05-03 00:00:00,15.8,12.4,19.5,,,,12.5,46.3,1014,101
VD,Lausanne,LSN,46.527819,6.643267,2025-05-04 00:00:00,12.3,8.3,14.9,,,,9.7,25.9,1009.9,29
VD,Lausanne,LSN,46.527819,6.643267,2025-05-05 00:00:00,6.6,6,7.5,,,,16,35.2,1010.4,0
VD,Lausanne,LSN,46.527819,6.643267,2025-05-06 00:00:00,6.8,5.7,8.3,,,,18.2,38.9,1014.5,0
VD,Lausanne,LSN,46.527819,6.643267,2025-05-07 00:00:00,6.9,2.8,9.3,,,,11,31.5,1015.5,14
VD,Lausanne,LSN,46.527819,6.643267,2025-05-08 00:00:00,8.3,5.2,11.2,,,,9,25.9,1013.8,34
VD,Lausanne,LSN,46.527819,6.643267,2025-05-09 00:00:00,8.1,4,12.1,,,,11.3,31.5,1015.9,53
VD,Lausanne,LSN,46.527819,6.643267,2025-05-10 00:00:00,9.7,0.9,16.7,,,,5.5,22.2,1017.6,314
VD,Lausanne,LSN,46.527819,6.643267,2025-05-11 00:00:00,11.8,4.5,18.8,,,,6.4,27.8,1012.9,339
VD,Lausanne,LSN,46.527819,6.643267,2025-05-12 00:00:00,10.4,8.5,12.3,,,,5.8,22.2,1013.3,4
VD,Lausanne,LSN,46.527819,6.643267,2025-05-13 00:00:00,11.4,8,15.5,,,,5.9,20.4,1015.7,107
VD,Lausanne,LSN,46.527819,6.643267,2025-05-14 00:00:00,11.7,3.7,18.4,,,,5.6,22.2,1016.5,396
VD,Lausanne,LSN,46.527819,6.643267,2025-05-15 00:00:00,11.2,3.2,18.1,,,,6.9,31.5,1015.1,384
VD,Lausanne,LSN,46.527819,6.643267,2025-05-16 00:00:00,10.2,4.6,14.9,,,,11.1,35.2,1017.5,531
VD,Lausanne,LSN,46.527819,6.643267,2025-05-17 00:00:00,9.5,0.8,15.7,,,,5.6,24.1,1016.8,280
VD,Lausanne,LSN,46.527819,6.643267,2025-05-18 00:00:00,10.8,3.1,17,,,,6.3,24.1,1017.1,342
VD,Lausanne,LSN,46.527819,6.643267,2025-05-19 00:00:00,12.1,2.2,19.9,,,,5.7,22.2,1016.1,241
VD,Lausanne,LSN,46.527819,6.643267,2025-05-20 00:00:00,13.2,10.5,16.1,,,,6,20.4,1015.6,30
VD,Lausanne,LSN,46.527819,6.643267,2025-05-21 00:00:00,12.9,10.5,15.5,,,,8.4,29.6,1015.4,29
VD,Lausanne,LSN,46.527819,6.643267,2025-05-22 00:00:00,9.1,8,9.7,,,,6.9,27.8,1014.5,5
VD,Lausanne,LSN,46.527819,6.643267,2025-05-23 00:00:00,7.9,3.6,11.5,,,,7.7,27.8,1018.2,113
VD,Lausanne,LSN,46.527819,6.643267,2025-05-24 00:00:00,8,-0.6,14.1,,,,7,25.9,1020.4,191
VD,Lausanne,LSN,46.527819,6.643267,2025-05-25 00:00:00,12.6,8,17,,,,11.4,40.8,1018.3,7
VD,Lausanne,LSN,46.527819,6.643267,2025-05-26 00:00:00,12.7,11,14.9,,,,10.9,33.3,1020.8,42
